Company-ID	Website	Company	Date	Location	Status	Stage	Sectors	Tags	Description	Person-1-Photo	Person-1-Name	Person-1-Position	Person-1-Blog-Link	Person-2-Photo	Person-2-Name	Person-2-Position	Person-2-Blog-Link	Person-3-Photo	Person-3-Name	Person-3-Position	Person-3-Blog-Link	Person-4-Photo	Person-4-Name	Person-4-Position	Person-4-Blog-Link	Person-5-Photo	Person-5-Name	Person-5-Position	Person-5-Blog-Link	Person-6-Photo	Person-6-Name	Person-6-Position	Person-6-Blog-Link	Person-7-Photo	Person-7-Name	Person-7-Position	Person-7-Blog-Link	Person-8-Photo	Person-8-Name	Person-8-Position	Person-8-Blog-Link	Person-9-Photo	Person-9-Name	Person-9-Position	Person-9-Blog-Link	Person-10-Photo	Person-10-Name	Person-10-Position	Person-10-Blog-Link	Investment-Period-1	Investment-Amt-1	Investment-Tag-1	Investment-Period-2	Investment-Amt-2	Investment-Tag-2	Investment-Period-3	Investment-Amt-3	Investment-Tag-3	Investment-Period-4	Investment-Amt-4	Investment-Tag-4	Investment-Period-5	Investment-Amt-5	Investment-Tag-5	Product-Name-1	Product-Info-1	Product-Name-2	Product-Info-2	Product-Name-3	Product-Info-3	Product-Name-4	Product-Info-4	Product-Name-5	Product-Info-5	Competitor-URL-3	Milestone-1	Date-1	Milestone-2	Date-2	Milestone-3	Date-3	Milestone-4	Date-4	Milestone-5	Date-5	Milestone-6	Date-6	Milestone-7	Date-7	Milestone-8	Date-8	Milestone-9	Date-9	Milestone-10	Date-10	Data-Chart	Album-1	Album-1-Followed
10010899	http://www.sh.com	"Shenzhen Shouhuobao Internet Financial Service Co., Ltd."	"May, 2014"	"Shenzhen, Guangdong"	In Operation	Initial Stage	Financial Service	"P2P Lending, Finance , Loans"	"SH.com is a P2P lending service wetsite. It provides credit rating, risk control, small loans investments and tradings. It is a product by Shenzhen Shouhuobao Internet Financial Service Co., Ltd."	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Xuefeng Han	Co-Founder																																																					sh.com	P2P Lending Service									http://itjuzi.com/company/11299	Shouhuobao Beta was online.	"May, 2014"	"Shouhuobao was officially lauched on June 3rd, 2014"	"June, 2014"																	http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.sh.com		
																																																																																																		
10010883	http://yx.cc/	"Changsha Tangguo Network Technology Co., Ltd."	"May, 2014"	"Changsha, Hunan"	In Operation	Initial Stage	Mobile Internet	"LBS , Friending Strangers , SNS , Mobile Applications"	"Jiji Friend is a application to friend strangers. It offers random chatting, searching new friends and other services. It is a product by Chansha Tangguo Network Technology Co., Ltd."																																																								Jiji Friend App	Social Networking App									http://itjuzi.com/company/5741	Jiji Social APP was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=yx.cc		
																																																																																																		
10010813	http://www.91xuexibao.com	"Beijing Dongfang Jieguan Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Education	"Education , Mobile Applications , Online Education"	"Xuexibao is an educatinal mobile application facing K12 students. It provides lectures, tutoring, answer keys. It is a product by Beijing Oriental Jieguan Technology Co., Ltd."	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Yongtao Huang	Co-Founder		http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Xinsheng Li	Co-founder		http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Ming Zhang	Co-founder																														"June, 2014"	3 million US dollars	GSR Ventures													Xuexibao Android App	Tutoring app for K12 students	Xuexibao iOS App	Tutoring app for K12 students							http://itjuzi.com/company/6789	Xuexibao APP was released.	"May, 2014"	Xuexiabao recived 300 million dollars investment from GSR Ventures for series A round	"June, 2014"																	http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.91xuexibao.com		
																																																																																																		
10010791	http://www.ctu360.com/	"Beijing Zhicheng Chutu Network Technology Co., Ltd."	"May, 2014"	"Tongzhou Distric, Beijing"	In Operation	Initial Stage	E-Commerce	"O2O , B2C , E-Commerce"	"Ctu360.com is a creative website that provides online design and online printing. It is a product by Beijing Zhichengchutu Nentwork Technology Co., Ltd."																																																								ctu360.com	Online Design and Publishing Platform									http://itjuzi.com/company/10119	Chutu.com was officially founded.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.ctu360.com		
																																																																																																		
10010789	http://www.mianmian.com	"Shanghai Gugeng Electronic Commerce Co., Ltd."	"May, 2014"	"Yangpu District, Shanghai"	In Operation	Initial Stage	E-Commerce	"O2O, Scheduled Purchasing Activities, E-Commerce , Fresh Produce E-commerce"	"Mianmian Life is a fresh produce e-commerce website that connects farmers directly to consumers. Its users can order fresh vegitables and eggs and have them delivered directly from the farms. It is a product by Shanghai Gugeng E-Business Co., Ltd."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/535b77e8b78cbca532d287711dd4e955.png	Haojie Chen(Leo)	Founder	http://weibo.com/leoalmighty																																																				Mianmian Life	Fresh fruits and vegetables e-commerce website									http://itjuzi.com/company/507	Mianmianshenghuo.com was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.mianmian.com		
																																																																																																		
10010788	http://www.todaymarry.com		"May, 2014"	Overseas	In Operation	Initial Stage	Social Network Service	"SNS, Wedding Service"	TodayMarry is an online overseas wedding sharing community that enbles its users to record that best monment of their lives																																																								TodayMarry	overseas wedding sharing website									http://itjuzi.com/company/8293	TodayMarry.com was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.todaymarry.com		
																																																																																																		
10010786	http://www.pengpeng.la/	"Beijing Yunzhi Lian Network Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Mobile Internet	"Tencent, Friending Strangers , Mobile Applications"	"Pengpeng is a mobile application that combines game and interactive online community. It is an honorable product by Yunzhi Network Technology Co., Ltd."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/e7883ea810a4271ec6072856a3d1b2f5.png	Xingzhi Tian	CEO	http://weibo.com/p/1005051111040012	http://itjuzi.com/thumb/?w=50&h=50&src=/images/cf3762ee7f1d24e7a8f7ca7d072aac23.png	Yun Ouyang	Co-founder	http://weibo.com/p/1005051728079654																																																Pengpeng iOS App	Social Networking App									http://itjuzi.com/company/9836	After receving milions-of-US-dollars round A angel investment Pengpeng iPhone application was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.pengpeng.la		
																																																																																																		
10010782	http://www.beibei.com	"Hangzhou Beigou Technology Co., Ltd."	"May, 2014"	"Hangzhou, Zhejiang"	In Operation	Initial Stage	E-Commerce	"Mom&baby, Alibaba"	Beibei.com is a flash sale website focusing on mothers and babies products. Items at the flash sales enjoy 30% - 90% discount for a limited time.	http://itjuzi.com/thumb/?w=50&h=50&src=/images/edae8167bc960063250e35f3a671d698.jpg	Lianglun Zhang	CEO	http://weibo.com/u/1641216931	http://itjuzi.com/thumb/?w=50&h=50&src=/images/158e22f0717bf424e9a4c59315cd82d9.jpg	Jiajie Yu	CTO	http://weibo.com/1866815864	http://itjuzi.com/thumb/?w=50&h=50&src=/images/0825bec917bf8ad1556fccf5d2c56739.jpg	Zunyao Ke	COO	http://weibo.com/1780790883																																												Beibei.com	Mom&baby products flash sales website									http://itjuzi.com/company/8374	Beibei.com was online	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.beibei.com		
																																																																																																		
10010780	http://www.cyberace.cc/bgcz.html		"May, 2014"	"Pudong District, Shanghai"	In Operation	Initial Stage	Mobile Internet	"Mobile Games, Sports, Mobile Applications, Weight Loss and Fitness"	"Baogaocunzhang is a mobile game that connects peopls real life with the game. It transforms the steps users take in real life to the character in the mobile game, so that people will walk and exercise more while playing this mobile game."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/d54a0c1d79888d2b738c13a9eaffd357.jpg	Bingyang Zhao	Founder	http://weibo.com/noooom																																																				Baogaocunzhang iOS App	Mobile game connects real life with virtual life in the game									http://itjuzi.com/company/2289	Baogaocunzhang iPhone application was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.cyberace.cc		
																																																																																																		
10010759	http://www.ruruyipin.com		"May, 2014"	"Daxing District, Beijing"	In Operation	Initial Stage	E-Commerce	"B2C , E-Commerce"	RRYP is an e-commerce website that specifically sells independent designer products.																																																								Ruru Yipin	Independent designer products e-commerce webdite									http://itjuzi.com/company/9098	Ruruyiping was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.ruruyipin.com		
																																																																																																		
10010750	http://www.coinxu.com	"HK Bite Network Technology Co., Ltd."	"May, 2014"	"Kowloon City, Hong Kong"	In Operation	Initial Stage	Financial Service	"Finance, Virtual Currency"	"Coinxu.com is an e-commerce website traded with vittual currency, such as BitCoin."																																																								coinxu.com	Virtual currency e-business website									http://itjuzi.com/company/3295	Bixu.com was officially founded.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.coinxu.com		
																																																																																																		
10010745	http://www.talentspie.com	"Beijing Zimo Information Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Enterprise Services	"Employment, Bussiness Networking, Finance"	Talent Spie is a smart hiring platform mainly facing the finance area.  It provides its clients with fast and accurate human capital sulutions as well as marketing strategies. 	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Bing Han	Founder		http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Xue Cao	Co-founder		http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Zhenya Hong	CTO																																													Talent Spie	Recruiting Website for finance field									http://itjuzi.com/company/10622	Tiancaipai was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.talentspie.com		
																																																																																																		
10010743	http://www.yunlingqiguang.com	"Beijing Yunlingqiguang Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	Not online yet	Initial Stage	Education	"Education , Early Childhood Education"	Yunlingqiguang is a mobile Internet incubator which have already been fully funded. Its current projects includes childiren education projects and home supplies projects.																																									"May, 2014"	Not known																								http://itjuzi.com/company/2740	"After receving angel investment, Yunlinqiguang was founded."	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.yunlingqiguang.com		
																																																																																																		
10010739	http://www.chinamoocs.com	"Jiangsu Wisedu Information Technology Co., Ltd."	"May, 2014"	"Nanjing, Jiangsu"	In Operation	Initial Stage	Education	Education	"China Moocs is aonline education platform providing learners and teachers with learning and testing materials, real-classroom experience, students-teachers interactions experiences. It is owned by Jiangsu Jinzhi Education Information Technology Co., Ltd."	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Chao Guo	CEO		http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Ying Chen	CTO																																																	Zhitu Online Education	Online education									http://itjuzi.com/company/2137	Zhitu Online Education was launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.chinamoocs.com		
																																																																																																		
																																																																																																		
																																																																																																		
10010719	http://kuaizhaopin.com	"Shanghai Qike Network Technology Co., Ltd."	"May, 2014"	"Pudong District, Shanghai"	In Operation	Initial Stage	Enterprise Services	Employment	"kuaizhaopin.com is a employment-related service website that offers hirings in the real estate, Internet, finance fields. It supports online inverview, resume critique, company and personal performance rating and etc. It is owned by Shanghai Qike Network Technology Co., Ltd."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/85205cc0bb23df2f03b96d467657b5cc.png	Yang Liu	CEO	http://weibo.com/liuyang1979																																																				Kuai Zhaopin	Recruiting website									http://itjuzi.com/company/9100	Kuaizhaoping.com was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=kuaizhaopin.com		
																																																																																																		
10010709	http://www.appshike.com	"Beijing Shitongbao Network Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Mobile Internet	"Mobile Applications, Mobile Internet "	"Yingyongshike, owned by Beijing Shitong Web Technology LLC., is a mobile platform that provides closed test services for mobile applications and games. It offers developers with professional advice for service optimization and object analysis. Users who participate in the App/game closed beta test are rewarded."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/e6fede8960470a0de04a561b642340e6.jpg	Zhengshi Huang	Founder	http://weibo.com/huangzhengshi																																																														http://itjuzi.com/company/6790	Yingyong Shike was founded.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.appshike.com		
																																																																																																		
																																																																																																		
10010695	http://www.kxp001.com	"Guangzhou Yezi Information Technology Co., Ltd."	"May, 2014"	"Guangzhou, Guangdong"	In Operation	Initial Stage	Media	"B2B , Media"	"Kuaijiaozhijia, owned by Guangzhou Yezi Information Technology LLC., is a website that focuses on services and information for disposable products. It serves as an economical and effective platform for Internet and disposable product industry and provides professional industry information for its users. "																																																								kxp001.com	FMCG information									http://itjuzi.com/company/7583	Kuaixiaozhijia was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.kxp001.com		
																																																																																																		
10010694	http://www.exagoods.com	"Beijing IZP Technology Co., Ltd."	"May, 2014"	"Jinhua, Zhejiang"	In Operation	Initial Stage	E-Commerce	"Huawei , Foreign Trade E-commerce , E-Commerce , B2B"	"Quanqiuxiao, owned by Yizanpu Technology LLC., is an e-commerce platform that connects tens of thousands of Chinese small business owners to the global market and enable them to exhibit their product without any middleman."	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Feng Luo	CEO	http://weibo.com/p/1005052371422760	http://itjuzi.com/thumb/?w=50&h=50&src=/images/4b19ba151ab2098f3ea8bb802c313375.jpg	Wanjun Mi	CTO	http://weibo.com/p/1005052371422760																																																Exo Goods	Foreign trading B2B platform									http://itjuzi.com/company/7301	Exagoogds was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.exagoods.com		
																																																																																																		
10010693	http://www.haixuan.com	"Beijing IZP Technology Co., Ltd."	"May, 2014"	"Chaoyang District, Beijing"	In Operation	Initial Stage	E-Commerce	"B2C, Overseas Purchasing Agents, Huawei"	"Haixuan.com, owned by Yizanpu Technology LLC., is a B2C electronic commerce platform that mainly focuses on imported goods. It is an F2C (Facotry to Customer) platform that is based on a brand new Big Data electronic transaction framework."	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Feng Luo	CEO	http://weibo.com/p/1005052371422760	http://itjuzi.com/thumb/?w=50&h=50&src=/images/4b19ba151ab2098f3ea8bb802c313375.jpg	Wanjun Mi	CTO	http://weibo.com/p/1005052371422760																																																haixuan.com	Muti-national e-commerce platform									http://itjuzi.com/company/4524	"After receving tens of millions of angel investments from Jinshajiang and Xianfenghuaxin, Haixuan.com was online."	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.haixuan.com		
																																																																																																		
																																																																																																		
10010653	http://www.51autoapp.com	Littble Black Room Team	"May, 2014"	"Pudong District, Shanghai"	In Operation	Initial Stage	Education	"Arts, Education , Online Education"	"Tanba, a honorable product by Xiaoheiwu Workshop, is a mobile piano application. It provides piano learners with services including video lectures, free tablature, comments from piano professionals, and real-time electronic practise assistant."																																																								Tanba iOS App for iPad	Piano learning app									http://itjuzi.com/company/2074	Tanba APP was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.51autoapp.com		
																																																																																																		
																																																																																																		
10010648	http://www.huosuyun.com	"Beijing Haitao Gongying Network Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Software Tools	"Web Browser, Software Tools"	"Huosu Browser, a honorable product by Taogongyin Web Technology LLC. who also owned Caimao Browser, is a newly launched PC browser which is famous for its clean layout, great volume of resources, and free cloud real-time stream service."																																																																		http://itjuzi.com/company/446	Huosu Browser was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.huosuyun.com		
																																																																																																		
10010639	http://www.topthink.com	"Shanghai Topthink Information Technology Co., Ltd."	"May, 2014"	"Zhabei District, Shanghai"	In Operation	Initial Stage	Media	"SNS , Media"	"Jisieri is an online community dedicated to discover, follow and help leaders in the web development industry and web developers. It is a product by Xiangxiang Information Technology LLC."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/f7ab52b4ced7c5fabd4b81e8138d27d3.jpg	Chen Liu	Founder	http://weibo.com/p/1005053165011285																																																														http://itjuzi.com/company/5266	Jisiwei was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.topthink.com		
																																																																																																		
10010635	http://www.fangfangduo.com		"May, 2014"	"Pudong District, Shanghai"	In Operation	Initial Stage	Real Estate	"Real Estate, Internet Marketing"	Fangfangduo is an online real estate platform that provides P2P services to its users. 	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Heng Xu	Founder																																																					fangdd.com	real estate website									http://itjuzi.com/company/1885	Fngduoduo.com was launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.fangfangduo.com		
																																																																																																		
10010634	http://www.purple-health.com	"Beijing Purple Health Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	0	"Healthcare , Mobile Medical Care"	"Purple Medicine, owned by Bejing Zitengkangqiao Technology LLC., is an mobile-network-based platform that provides information for medical services. It was created by professionals from Beijing Xiehe Hospital, Apple Inc, Baidu Inc, China Mobile, Youyong Inc."																																																																		http://itjuzi.com/company/5879	Purple Medicine was launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.purple-health.com		
																																																																																																		
10010629	http://www.nsjnqc.com	"Hangzhou Leixun Network Technology Co., Ltd."	"May, 2014"	"Hangzhou, Zhejiang"	In Operation	Initial Stage	Mobile Internet	"Friending Strangers , Mobile Applications , Alibaba"	"Goddess Calling You to Get Up, a honorable product by Hangzhou Leixun Web Technology LLC., is an mobile application that provides alarm services using sound of human beauties as ring sound."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/fe3d25c223fd99612b74dc3288ea050f.png	Li Wan	Co-Founder	http://weibo.com/nsjnqc	http://itjuzi.com/thumb/?w=50&h=50&src=/images/7b320c94b85129cb45a837f7c2338ffd.jpg	Jun Liu	Co-founder	http://weibo.com/p/1005051404609734																																																Pretty Wakes You Up Alarm (nsjnqc.com) iOS app	Alarm app	Pretty Wakes You Up Alarm (nsjnqc.com) Android app	Alarm app							http://itjuzi.com/company/8664	Nvshenjiaoniqichaung APP was launched.	"May, 2014"	Nvshenjiaoniqichuan App recived a hundred million rmb investment from Jinlin Investment for round A 	"June, 2014"																	http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.nsjnqc.com		
																																																																																																		
																																																																																																		
10010619	http://www.liangpiaodc.com		"May, 2014"	"Haidian District, Beijing"	Not online yet	Initial Stage	Comsumer Life	"Local Services , O2O , Food&Restaurant, Mobile Applications"	Liangpiao Dingcan is a O2O food-ordering mobile application that is similar to Taodiandian.	http://itjuzi.com/thumb/?w=50&h=50&src=/images/ab6376d146266c822c10b78ee955d5de.jpg	Shimin Wen	CEO	http://weibo.com/liangpiaodc																																																														http://itjuzi.com/company/210	Liangpiao Food Ordering was launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.liangpiaodc.com		
																																																																																																		
																																																																																																		
																																																																																																		
10010598	http://www.xuetanglu.com		"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Education	"Education , Mobile Applications , Online Education"	"Xuetanglu is a mobile education application that focuses on online lectures and learning. It provides you with the most valuable information about lecture, and you can choose those lectures you are interested in, filter, share, follow, and add reminders to a specific lecture. You can also enroll in and participate in the real-world discussion."	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Jing Ye	Founder																																																					Xuetanglu iOS App	data and information sharing									http://itjuzi.com/company/9459	Xuetanglu APP was launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.xuetanglu.com		
																																																																																																		
10010597	http://www.jzj.me	"Guangdong Juzhijia Technology Co., Ltd."	"May, 2014"	"Foshan, Guangdong"	In Operation	Initial Stage	E-Commerce	"O2O , Home Supplies, E-Commerce"	"Juzhijia, owned by Guangdong Juranzhijia Technology LLC., is an online community and electronic commerce platform for furnitures. "	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Jingzhen Ruan	CEO																																																					jzj.me	Home supplies e-commerce website									http://itjuzi.com/company/1923	Jzj.com was launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.jzj.me		
																																																																																																		
10010593	http://www.cherui.cn/	"Nanjing Cherui Technology Co., Ltd."	"May, 2014"	"Nanjing, Jiangsu"	In Operation	Initial Stage	Transportation Network	"Mobile Applications , Automobile"	"Nanjing Cherui Technology is an Internet services provider for automobile drivers. It is dedicated to provide smart mobile applications that could improve driving experience and use information from GPS, speed sensor on the bumper, and video on cell phone to remind the driver if he/she is in danger."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/dac3884e519c999ce2e13a697cda3599.jpg	Xiang Zhou	Founder	http://www.weibo.com/rubick																																																														http://itjuzi.com/company/9488	Hujia App was in research now.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.cherui.cn		
																																																																																																		
10010592	http://www.wecook.cn	"Beijing Wecook Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Comsumer Life	"Local Services , O2O , Food&Restaurant"	"Weiku, an honorable product by Weijing Kuke Technology LLC., is a mobile application that can recommend recipes using photos of cooking devices, seasonings, and even groceries in supermarkets"	http://itjuzi.com/thumb/?w=50&h=50&src=/images/ba0e4428eef77df567c7262a251f5208.png	Dongjun Gu	CEO	http://weibo.com/gudj																																																				Weiku Android App	Recipe and cooking app									http://itjuzi.com/company/4201	Weiku App was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.wecook.cn		
																																																																																																		
10010586	http://www.guolaiguoqu.com	Yantai Chuangmu Network Technology Limited Liability Company	"May, 2014"	"Yantai, Shandong"	In Operation	Initial Stage	E-Commerce	"B2C , Agriculture, Fresh Produce E-commerce"	"Guolaiguoqu.com, owned by Yantai Chuangmeng Web Technology LLC., is a B2C online commerce platform for fruits sellers."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/83ef606affe687068e46e7b9feb70860.png	Yonhjun Chen	Founder	http://weibo.com/u/2041447027																																																				guolaiguoqu.com	Fresh fruits e-commerce website									http://itjuzi.com/company/9301	Guolaiguoqu was online now.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.guolaiguoqu.com		
																																																																																																		
10010576	http://taskbook.cn		"May, 2014"	"Dongcheng District, Beijing"	In Operation	Initial Stage	Enterprise Services	"Cooperative Office, SAAS , Software Tools"	"Taskbook is an online schedule management tool for collaboration works. The first version includes services for easier work schedule, event reminders, documents management, and auto report. New features will come out later."																																																								TaskBook	time management app									http://itjuzi.com/company/9533	TashBook was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=taskbook.cn		
																																																																																																		
10010575	https://www.coinbaz.com		"May, 2014"	"Chaoyang District, Beijing"	In Operation	Initial Stage	Financial Service	"Finance, Virtual Currency"	Coinbaz is a global trading platform for electronic currency. It provides an easier and safer way for its users to trade electronic currencies like Bitcoins.	http://itjuzi.com/thumb/?w=50&h=50&src=/images/476c21ff9a8b8d3e2d6df8e8f0b92171.jpg	Yin Chen(Subdragon)	Founder	http://weibo.com/subdragon																																																				Coinbaz	BitCoin Exchanges									http://itjuzi.com/company/5505	Coinbaz was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.coinbaz.com		
																																																																																																		
10010568	http://www.zhonglunet.com	"Shenyang Zhonglu Network Technology Co., Ltd."	"May, 2014"	"Shenyang, Liaoning"	In Operation	Initial Stage	Transportation Network	"O2O , Mobile Applications , Automobile , Automobile Service"	"Cheyoutuan is an owner-oriented automobile service platform whose services include online exhibition for both new and pre-owned vehicles, auto repairs, cleaning service, designated driver services, violation check, and car rental services."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/4cf04534884f48355931d04cf23dba18.png	David	COO	http://weibo.com/p/1006065093095813																																																				Cheyoutuan App	Automobile service									http://itjuzi.com/company/10624	Cheyoutuan App was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.zhonglunet.com		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
10010541	http://www.demodemo.cc	"Beijing Runzhi Chuangjie Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Mobile Internet	"Music, SNS , Mobile Applications"	"Xiaoyanger, owned by Beijing Runzhi Chuangjie Technology LLC., is a mobile application that provides music creation and secured networking services for musicians and artists. Share your inspiration and find your music partner through Xiaoyanger!"	http://itjuzi.com/thumb/?w=50&h=50&src=asset/img/user_gravatar.jpeg	Chi Chen	Founder																																																					Xiaoyanger iOS app	Music review app									http://itjuzi.com/company/5072	Xiaoyanger iPhone application was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.demodemo.cc		
																																																																																																		
10010540	http://www.qxstudy.com	Beijing Quxun Technology Limited Liability Company	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Education	"P2P , Education"	"Quxun.com, owned by Beijing Quxun Technology LLC., is a P2P online education platform that is dedicated to connect technique seekers and professionals. It provides services information services for students who are seeking for admission from Peking University and Tsinghua University."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/8eec1cc6104b2bd42fd0ebd0cf0d42f7.jpg	Yue Wang	CEO		http://itjuzi.com/thumb/?w=50&h=50&src=/images/c0d9894994dabcebe4f56fe83aa6fb63.jpg	Zhengxun Chen	Vice General Manager		http://itjuzi.com/thumb/?w=50&h=50&src=/images/1b87b678dd3f4595bcedeb003b4ccf88.jpg	Zhongliang 	Vice General Manager																																																							http://itjuzi.com/company/10309	Quxun.com was online now.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.qxstudy.com		
																																																																																																		
10010537	http://www.51studyit.com		"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Education	Education	IwantIT is an educational web platform that provides opportunities for professionals in various industry to share through videos and audios their knowledge and experience with users who are seeking for career development and real-world technology.																																																								51studyit.com	IT online training and education website									http://itjuzi.com/company/1829	IWantIT was online now.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.51studyit.com		
																																																																																																		
